target,text
complaint,Seems my annoyance with  should have included  Not a fan of  But at least they're not incompetent
complaint,"airlines is horrible: After daughter's death, United makes 'insensitive' offer"
complaint,- current flight has no water. Can't wash hands. Sanitary fail! So gross.
complaint,time to switch to  Exec plat. Not happy!
complaint,Extremely disappointed with  service reps in ORD
complaint,The Sucktastic Award to AA ~ 4 hour delay after boarding the 'wrong size' plane that can't land in ATL from DFW.
complaint,You've really ruined my vacation and some of the only time I get to spend with my girlfriend.  I'll never be flying you again.
complaint,"the biggest nightmare on AA flt 2365 delayed like 3 times yesterday then cancelled, delayed today the had to get off the plane"
complaint,now I'm being told my flight was cancelled and my flight is delayed now due to no crew available?! #wtf #yousuck #dobetter
complaint,I am glad I paid for Business select. With all the pre boards I got to sit in the back of the plane. Waste of money. FL#4050
complaint,I have asked question 3 times using your message system: you never reply! Do you care at all about your customers? Seems not.
complaint,Flight 1621 on  is now delayed one hour. #delayed #longlayover
complaint,is it bad I'm very disappointed I can't play  on this flight? #upgradeyourfleet #peasantplane
complaint,"we were #5-8 but American Airlines let #9-12 board INSTEAD of us. How the **** is that fair? Charlotte, B11, 4:14pm AA775. Junk"
complaint,This boarding situation is ridiculous  these folks mad at y'all
complaint,What is the flight delay with flight 972? No explanations.
complaint,"what is going on with your service lately? Late flights, rude desk people, it is getting kind of ridiculous"
complaint,I really appreciate calling in and having an agent argue and talk down to me. :( #CustomerEngagement #rude #UpInTheAir
complaint,highly irritated with  I'm on 2 % and first class doesn't even have a charger port. **** u
complaint,Never flying with  ever again. Cancelled flight as always then making me check &amp; pay for my carry on bags. Ã°Å¸Ëœâ€™
complaint,In case y'all were wondering  is the worst company on the planet.
complaint,Had I known I wasn't getting on a plane til 8 instead of 6 then I could have Ã¢Å¡ÂªÃ¯Â¸Âslept Ã¢Å¡ÂªÃ¯Â¸Âeaten Ã¢Å¡ÂªÃ¯Â¸Âgotten laid Ã°Å¸â€Ëœall of the above **** 
complaint,"Your departure has changed.  From 7:40 to 17:05!  I lose most of a day in LA Thanks, #Travel"
complaint,thanks for bumping me from my confirmed flight to the next flight on standby that's full because I showed up 3mins too late
complaint,Hi sooooo  why did you tell me my flight was delayed when it wasn't and now I've missed my flight? #stuckinanairportChilis
complaint,does it again. Watched rude gate employee not let  flt attendant on plane stand by. Called her racist. #3failures
complaint,Never using  again
complaint,I don't know my skymiles number and your FAQ page doesn't work when I click on that question.
complaint,"the worst airline ever, check out how my brand new surfboard arrived, after paying USD150 fee!"
complaint,just had the worst customer service from an airline that I travel all time #sodissapointed in your #mia staff
complaint,Ms. T PouÃ¢â‚¬â„¢s behavior was unacceptable and an apology is warranted for such rude representation of  #delta #airline.
complaint,"Worst flight ever, i didn't know the FA's could be so rude, they hit you, and you get a bruise and i was bleeding and they DGAF"
complaint,do you take customer care seriously!? AA951 JFK to GRU
complaint,My  flight is delayed again!   Waiting on 15 passengers.  Already delayed 75 minutes. Would prefer waiting in airport. :(
complaint,"thank for ruining my son's senior trip, the blankets, pillows, and the hotel room. American Airlines "
complaint,"awful service all around. Lost my bag, were completely unhelpful, and their planes are second-rate. Don't ever fly with them."
complaint,I dislike you guys with every fiber of my being. How do you make so many mistakes and STILL stay in business?
complaint,. Not a smile from anyone on the crew until they were leaving. I hope someone can counsel that one attendant in particular (4)
complaint,Dear  you aren't good at what you are supposed to excel at.   ***** on you all day long.
complaint,Jk make that a 6 hr delay because I really wanted to lose a whole day of vacation
complaint,Shoutout to  for ruining the first day of my vacation Ã°Å¸â€˜ÂÃ°Å¸ÂÂ¼
complaint,will not allow me to upgrade. What a crappy crappy crappy airline with horrible IT systems. \U0001f629\U0001f629\U0001f629\U0001f629\U0001f629
complaint,really poor service on SWA reservations today...
complaint,I pay for a first class ticket and you send my bag across the wrong the country. That's your service? #unacceptable
complaint,Worst service ever! Wife was made to gate check carry on bag and AA  loses bag! Now refusing to deliver to hotel!
complaint,#NAME?
complaint,"not a good day for you all. Flight 1137 is now 1.5 hrs delayed. Gate agent,we still don't have an update Go ask!"
complaint,downgradrd aircraft lost seat i purchased and one of my tickets lost first class seat. Not happy.
complaint,"was just treated horribly by your customer service, was told that I'd be fine even though I may miss my connecting flight"
complaint,"Booked  for a little extra luxury, but after delays, rerouting and lost bags,  will get our business next time!"
complaint,dont understnd why I was made 2 check in my carry on AND pay for it when it would have fit in the overhead containers. #unhappy
complaint,flight to Boston from Columbus cancelled. Stranded til tues unacceptable!
complaint,worst flight experience ever. 10 hour delay and apparently cynical behaviour by airline to avoid putting people in hotel
complaint,I just had the worst customer service experience in my life. I REFUSE to ever fly on your planes again.
complaint,is the worst. Trying to get on an earlier flight home and after 20min on hold finally reached someone only to be hung up on
complaint,Denied my AAdvantage card perks b/c primary cardholder is not traveling. congrats - u just lost 2 customers. #WorstAirline
complaint,"having to wait for customer serv until Mon to an email address sounds like BS to me! 47,000 miles and no way to redeem Ã°Å¸ËœÂ¡"
complaint,Cannot think of a worse airline than  Fire on our flight inbound plus a 6 hour delay then reservation is LOST for flight home
complaint,"get on this, we all have places to go and connections to make. The crew was incredible, the staff is absurd."
complaint,Way to make a young woman's first flight experience a living nightmare
complaint,gave away my PAID upgraded seat to an elderly couple... why? because they didn't want to walk to the back! #FAIL!
complaint,20 minutes before departure and still no one at the gate to help  #badservice
complaint,honestly y'all suck at customer service. Just witnessed y'all ***** over 7 different passengers. Never flying y'all again.
complaint,keeping customers in the dark for 24 hrs is just one of the many great advantages  offers its customers #WorstAirlineEver
complaint,Big Kid stuck at HIA for 3+ hrs b/c flight attendant no-showed. Had to totally change arrangements to get to CA. Thanks
complaint,"whenever I take UA345's route with UA, there is a significant delay. We're told 4 hr delay: it's a 2.5 hr drive. Make this right."
complaint,"really disappointed!  2 flights delayed, my bag did not arrive in the second flight, and bad attitude from person at gate!"
